"","Row.names","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","AD3_1.1","AD3_1.2","AD3_1.3","AD3_5.1","AD3_5.2","AD3_5.3","AD3_9.1","AD3_9.2","AD3_9.3","AD3_16.1","AD3_16.2","AD3_16.3","AD3_26.1","AD3_26.2","AD3_26.3","AD3_36.1","AD3_36.2","AD3_36.3"
"1","hsa-let-7a-2-3p",0.982031314200843,-0.572317572081805,0.985757535855294,10.7758808394329,0.0560092046599614,0.0852069855353298,0,0,0,0,0,0,0,0,0,0,0.634680737223229,0,1.99181914283823,2.09721406268835,0,4.80934430583668,5.34278737518046,2.80071803184822
"2","hsa-let-7a-3p",2.59151532964784,-1.31580159528414,0.935214458221422,30.6520420138324,1.09717836035014e-05,2.5813459873354e-05,6.2519446454368,1.70700853720005,1.20646735823438,1.17645699991591,0.789267917670542,0,0,0,0,1.435075945866,0,0,0.995909571419115,1.3981427084589,0,13.7409837309619,5.34278737518046,12.603231143317
"3","hsa-let-7a-5p",58.8416129037649,-1.9202160881478,0.392850742381619,390.072245602668,4.09034823127424e-82,5.51742528085214e-81,31.259723227184,30.726153669601,30.1616839558596,7.05874199949546,10.260482929717,5.67644436899996,2.54621398833497,4.44482684330877,7.11398745923051,27.983980944387,32.3687175983847,31.1987846601306,64.7341221422425,75.4997062567806,64.0709721426782,153.899017786774,235.08264450794,245.06282778672
"4","hsa-let-7b-3p",0.999937302573364,-0.773200321276336,0.950232198182571,7.14439870257269,0.210120804905486,0.282549035200087,0,0,3.61940207470315,0,0,0,0,0,0,0,0,0,0,0,0,3.43524593274049,5.34278737518046,5.60143606369645
"5","hsa-let-7b-5p",122.780227929632,-1.21859172780803,0.386683011108216,1161.22020552922,7.371373654572e-249,4.70991979823705e-247,15.629861613592,20.4841024464007,25.3358145229221,12.941026999075,8.68194709437596,5.67644436899996,5.09242797666994,4.44482684330877,4.52708292860123,7.89291770226299,5.07744589778583,7.09063287730242,63.7382125708234,61.5182791721916,44.356826868008,569.563775648373,647.81296924063,700.179507962056
"6","hsa-let-7c-3p",4.58975327753733,-0.440227807487007,0.961768967661534,59.9147461589853,1.26577437160968e-11,4.09778806929048e-11,0,0,0,0,0,0.709555546124995,0.636553497083742,0,0,2.870151891732,0.634680737223229,1.41812657546048,16.930462714125,9.7869989592123,6.5713817582234,21.298524782991,13.3569684379511,8.40215409554467
"7","hsa-let-7c-5p",2694.43200603862,-0.675748766415453,0.212824588198594,2212.93775026692,0,0,128.164865231454,143.388717124805,148.395485062829,92.9401029933569,89.9765426144418,83.0179988966244,61.1091357200392,108.453774976734,119.644334541604,621.387884559977,557.249687281995,622.557566627152,6619.81092122286,6499.96545162543,5984.88593630197,8225.35286135382,8740.80014579523,9652.67469676491
"8","hsa-let-7d-3p",55.6706126197161,-1.45285816336183,0.382334732633326,546.436541039348,7.52182634586119e-116,1.26826349776048e-114,23.444792420388,25.6051280580008,22.9228798064533,5.88228499957955,7.89267917670542,10.6433331918749,13.3676234387586,8.00068831795578,11.6410703878317,12.198145539861,10.7895725327949,17.0175189055258,26.8895584283161,29.3609968776369,22.9998361537819,217.794592135747,275.153549821793,260.466776961885
"9","hsa-let-7d-5p",246.638556451097,-1.1263295846469,0.286787134894357,1000.90049686531,3.83640865691269e-214,1.8629600437968e-212,67.2084049384456,42.6752134300014,63.9427699864224,22.3526829984023,29.2029129538101,26.9631107527498,26.7352468775172,22.2241342165438,27.1624975716074,38.747050538382,36.8114827589473,39.7075441128936,175.280084569764,185.952980225034,144.570398680915,1517.69165308475,943.00197171935,1029.26387670422
"10","hsa-let-7e-3p",24.8010044146619,-1.98611364311678,0.70985475009781,272.297216236222,8.9860808107787e-57,8.86918870267101e-56,3.1259723227184,8.53504268600027,4.82586943293754,2.35291399983182,1.57853583534108,0,1.27310699416748,3.55586147464701,1.94017839797196,20.091063242124,19.0404221166969,22.6900252073677,44.8159307138602,48.235923441832,44.356826868008,83.1329515723198,65.4491453459606,71.4183098121297
